PDB codes,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2,Output
"2mkk , 5z6z",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"2mkk , 6eo6",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"2mkk , 6eo7",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"2mkk , 5ytx",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,0
"2mkk , 5ytv",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,0
"2mkk , 5ytt",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"2mkk , 5yts",-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"3moj , 1exd",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,1
"3moj , 1il2",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"3moj , 1jbr",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"3moj , 1je8",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,1
"3moj , 1omh",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"3moj , 1osb",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"3moj , 1rkj",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"3moj , 1s03",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"3moj , 1s40",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1
"3moj , 1u63",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,1
"3moj , 1u6p",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"3moj , 1wwd",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"3moj , 1wwe",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"3moj , 1wwf",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"3moj , 1wwg",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"3moj , 1zzi",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"3moj , 2b6g",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,1
"3moj , 2err",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,1
"3moj , 2gkd",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"3moj , 2glo",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1
"3moj , 2kh9",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"3moj , 2l41",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"3moj , 2leb",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"3moj , 2lec",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"3moj , 2mki",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"3moj , 2mkk",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"3moj , 3rn2",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"3moj , 4hid",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"3moj , 4hik",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,1
"3moj , 4him",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,1
"3moj , 4hio",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1
"3moj , 4hj7",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1
"3moj , 4hj8",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,1
"3moj , 4pdb",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"3moj , 5wwe",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"3moj , 5wwg",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"3moj , 5wzg",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,1
"3moj , 5wzj",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,1
"3moj , 5wzk",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"3moj , 5z6z",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,1
"3moj , 6eo6",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,1
"3moj , 6eo7",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,1
"3moj , 5ytx",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"3moj , 5ytv",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"3moj , 5ytt",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"3moj , 5yts",-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"3rn2 , 1exd",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"3rn2 , 1il2",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"3rn2 , 1jbr",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"3rn2 , 1je8",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"3rn2 , 1omh",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"3rn2 , 1osb",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"3rn2 , 1rkj",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"3rn2 , 1s03",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"3rn2 , 1s40",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"3rn2 , 1u63",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"3rn2 , 1u6p",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"3rn2 , 1wwd",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"3rn2 , 1wwe",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"3rn2 , 1wwf",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"3rn2 , 1wwg",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"3rn2 , 1zzi",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"3rn2 , 2b6g",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"3rn2 , 2err",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"3rn2 , 2gkd",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"3rn2 , 2glo",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"3rn2 , 2kh9",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"3rn2 , 2l41",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"3rn2 , 2leb",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"3rn2 , 2lec",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"3rn2 , 2mki",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"3rn2 , 2mkk",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"3rn2 , 3moj",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"3rn2 , 4hid",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"3rn2 , 4hik",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"3rn2 , 4him",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"3rn2 , 4hio",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"3rn2 , 4hj7",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"3rn2 , 4hj8",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"3rn2 , 4pdb",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"3rn2 , 5wwe",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"3rn2 , 5wwg",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"3rn2 , 5wzg",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"3rn2 , 5wzj",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"3rn2 , 5wzk",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"3rn2 , 5z6z",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"3rn2 , 6eo6",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"3rn2 , 6eo7",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"3rn2 , 5ytx",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"3rn2 , 5ytv",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"3rn2 , 5ytt",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"3rn2 , 5yts",-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"4hid , 1exd",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"4hid , 1il2",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"4hid , 1jbr",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"4hid , 1je8",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"4hid , 1omh",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"4hid , 1osb",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"4hid , 1rkj",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"4hid , 1s03",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,0
"4hid , 1s40",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"4hid , 1u63",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"4hid , 1u6p",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"4hid , 1wwd",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,0
"4hid , 1wwe",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,0
"4hid , 1wwf",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"4hid , 1wwg",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"4hid , 1zzi",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"4hid , 2b6g",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"4hid , 2err",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"4hid , 2gkd",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"4hid , 2glo",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"4hid , 2kh9",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"4hid , 2l41",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"4hid , 2leb",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,0
"4hid , 2lec",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,0
"4hid , 2mki",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"4hid , 2mkk",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"4hid , 3moj",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"4hid , 3rn2",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"4hid , 4hik",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"4hid , 4him",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"4hid , 4hio",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"4hid , 4hj7",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"4hid , 4hj8",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"4hid , 4pdb",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"4hid , 5wwe",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,0
"4hid , 5wwg",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,0
"4hid , 5wzg",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"4hid , 5wzj",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"4hid , 5wzk",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,0
"4hid , 5z6z",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"4hid , 6eo6",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"4hid , 6eo7",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"4hid , 5ytx",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"4hid , 5ytv",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"4hid , 5ytt",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"4hid , 5yts",-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"4hik , 1exd",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"4hik , 1il2",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"4hik , 1jbr",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"4hik , 1je8",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"4hik , 1omh",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"4hik , 1osb",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"4hik , 1rkj",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"4hik , 1s03",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"4hik , 1s40",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"4hik , 1u63",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"4hik , 1u6p",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"4hik , 1wwd",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"4hik , 1wwe",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"4hik , 1wwf",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"4hik , 1wwg",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"4hik , 1zzi",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"4hik , 2b6g",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,1
"4hik , 2err",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"4hik , 2gkd",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"4hik , 2glo",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1
"4hik , 2kh9",-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
